# Category: Kids & Family

#,question,optionA,optionB,optionC,optionD,answer,level,subject,hint,explanation,status
"125","I am not saying my name yet: I carry my home on my back, and I am slow and steady. What am I?","a snail","a turtle","a tortoise","a crab","B. a turtle","medium","Animal Riddles","Shell and stubby legs.","Turtles carry domed shells wherever they roam.","published"
"126","Riddle me this: i carry my home on my back — and i am slow and steady. What am I?","a turtle","a snail","a tortoise","a crab","A. a turtle","medium","Animal Riddles","Shell and stubby legs.","Turtles carry domed shells wherever they roam.","published"
"127","Two clues and one name: I carry my home on my back. Also: I am slow and steady. Can you name me?","a turtle","a crab","a tortoise","a snail","A. a turtle","easy","Animal Riddles","Shell and stubby legs.","Turtles carry domed shells wherever they roam.","published"
"128","Guess who: i carry my home on my back, and i am slow and steady. Who or what am I?","a turtle","a snail","a tortoise","a crab","A. a turtle","hard","Animal Riddles","Shell and stubby legs.","Turtles carry domed shells wherever they roam.","published"
"129","I am not saying my name yet: Lessons appear when I am written on, and Chalk dusts me every day. What am I?","a whiteboard","a blackboard","a poster","a book","B. a blackboard","medium","School Riddles","The teacher writes on me.","Chalk writes lessons on the board for the whole class.","published"
"130","Riddle me this: lessons appear when I am written on — and chalk dusts me every day. What am I?","a poster","a blackboard","a book","a whiteboard","B. a blackboard","medium","School Riddles","The teacher writes on me.","Chalk writes lessons on the board for the whole class.","published"
"131","Two clues and one name: Lessons appear when I am written on. Also: Chalk dusts me every day. Can you name me?","a poster","a blackboard","a whiteboard","a book","B. a blackboard","easy","School Riddles","The teacher writes on me.","Chalk writes lessons on the board for the whole class.","published"
"132","Guess who: lessons appear when I am written on, and chalk dusts me every day. Who or what am I?","a book","a blackboard","a whiteboard","a poster","B. a blackboard","hard","School Riddles","The teacher writes on me.","Chalk writes lessons on the board for the whole class.","published"
"133","I am not saying my name yet: I swing under your feet again and again, and Count my jumps out loud. What am I?","a jumping rope","a ladder","a ribbon","a hoop","A. a jumping rope","medium","Easy Kids Riddles","Skip, skip, skip.","Jump ropes swing underfoot for counting games.","published"
"134","Riddle me this: i swing under your feet again and again — and count my jumps out loud. What am I?","a jumping rope","a ladder","a ribbon","a hoop","A. a jumping rope","easy","Easy Kids Riddles","Skip, skip, skip.","Jump ropes swing underfoot for counting games.","published"
"135","Two clues and one name: I swing under your feet again and again. Also: Count my jumps out loud. Can you name me?","a ribbon","a jumping rope","a ladder","a hoop","B. a jumping rope","medium","Easy Kids Riddles","Skip, skip, skip.","Jump ropes swing underfoot for counting games.","published"
"136","Guess who: i swing under your feet again and again, and count my jumps out loud. Who or what am I?","a jumping rope","a ladder","a ribbon","a hoop","A. a jumping rope","hard","Easy Kids Riddles","Skip, skip, skip.","Jump ropes swing underfoot for counting games.","published"
"137","I am not saying my name yet: White sticks rattle inside me, and Teachers reach for me daily. What am I?","a chalk box","a toolbox","a pencil case","a makeup kit","A. a chalk box","medium","School Riddles","Dusty little writers.","Chalk boxes hold the sticks teachers write with.","published"
"138","Riddle me this: white sticks rattle inside me — and teachers reach for me daily. What am I?","a pencil case","a chalk box","a toolbox","a makeup kit","B. a chalk box","easy","School Riddles","Dusty little writers.","Chalk boxes hold the sticks teachers write with.","published"
"139","Two clues and one name: White sticks rattle inside me. Also: Teachers reach for me daily. Can you name me?","a chalk box","a makeup kit","a toolbox","a pencil case","A. a chalk box","medium","School Riddles","Dusty little writers.","Chalk boxes hold the sticks teachers write with.","published"
"140","Guess who: white sticks rattle inside me, and teachers reach for me daily. Who or what am I?","a toolbox","a chalk box","a pencil case","a makeup kit","B. a chalk box","medium","School Riddles","Dusty little writers.","Chalk boxes hold the sticks teachers write with.","published"
"141","I am not saying my name yet: I surf the waves in pods, and I breathe through a blowhole. What am I?","a seal","a dolphin","a shark","a tuna","B. a dolphin","medium","Animal Riddles","Smooth, gray, and playful.","Dolphins swim in pods and surface to breathe.","published"
"142","Riddle me this: i surf the waves in pods — and i breathe through a blowhole. What am I?","a dolphin","a seal","a shark","a tuna","A. a dolphin","medium","Animal Riddles","Smooth, gray, and playful.","Dolphins swim in pods and surface to breathe.","published"
"143","Two clues and one name: I surf the waves in pods. Also: I breathe through a blowhole. Can you name me?","a dolphin","a seal","a tuna","a shark","A. a dolphin","easy","Animal Riddles","Smooth, gray, and playful.","Dolphins swim in pods and surface to breathe.","published"
"144","Guess who: i surf the waves in pods, and i breathe through a blowhole. Who or what am I?","a seal","a dolphin","a shark","a tuna","B. a dolphin","easy","Animal Riddles","Smooth, gray, and playful.","Dolphins swim in pods and surface to breathe.","published"
"145","I am not saying my name yet: I say moo, and I give milk every morning. What am I?","a cow","a goat","a sheep","a horse","A. a cow","medium","Animal Riddles","Spots and a bell in the field.","Cows graze in fields and give us milk.","published"
"146","Riddle me this: i say moo — and i give milk every morning. What am I?","a goat","a cow","a horse","a sheep","B. a cow","medium","Animal Riddles","Spots and a bell in the field.","Cows graze in fields and give us milk.","published"
"147","Two clues and one name: I say moo. Also: I give milk every morning. Can you name me?","a horse","a cow","a sheep","a goat","B. a cow","medium","Animal Riddles","Spots and a bell in the field.","Cows graze in fields and give us milk.","published"
"148","Guess who: i say moo, and i give milk every morning. Who or what am I?","a sheep","a cow","a horse","a goat","B. a cow","medium","Animal Riddles","Spots and a bell in the field.","Cows graze in fields and give us milk.","published"
"149","I am not saying my name yet: Different foods line up on me, and I slide along the counter. What am I?","a lunch tray","a basket","a plate","a table","A. a lunch tray","medium","School Riddles","Carry me carefully to your seat.","Lunch trays carry each meal from counter to table.","published"
"150","Riddle me this: different foods line up on me — and i slide along the counter. What am I?","a table","a lunch tray","a plate","a basket","B. a lunch tray","easy","School Riddles","Carry me carefully to your seat.","Lunch trays carry each meal from counter to table.","published"
"151","Two clues and one name: Different foods line up on me. Also: I slide along the counter. Can you name me?","a plate","a lunch tray","a basket","a table","B. a lunch tray","medium","School Riddles","Carry me carefully to your seat.","Lunch trays carry each meal from counter to table.","published"
"152","Guess who: different foods line up on me, and i slide along the counter. Who or what am I?","a lunch tray","a basket","a plate","a table","A. a lunch tray","easy","School Riddles","Carry me carefully to your seat.","Lunch trays carry each meal from counter to table.","published"
"153","I am not saying my name yet: I bark on rocky shores, and I swim with flipper feet. What am I?","a seal","a walrus","a penguin","a sea lion","A. a seal","hard","Animal Riddles","Beach barker.","Seals haul out on rocks and swim with flippers.","published"
"154","Riddle me this: i bark on rocky shores — and i swim with flipper feet. What am I?","a penguin","a seal","a walrus","a sea lion","B. a seal","easy","Animal Riddles","Beach barker.","Seals haul out on rocks and swim with flippers.","published"
"155","Two clues and one name: I bark on rocky shores. Also: I swim with flipper feet. Can you name me?","a sea lion","a seal","a penguin","a walrus","B. a seal","medium","Animal Riddles","Beach barker.","Seals haul out on rocks and swim with flippers.","published"
"156","Guess who: i bark on rocky shores, and i swim with flipper feet. Who or what am I?","a sea lion","a seal","a walrus","a penguin","B. a seal","medium","Animal Riddles","Beach barker.","Seals haul out on rocks and swim with flippers.","published"
"157","I am not saying my name yet: I dance to tell friends where flowers are, and I make something sweet in a hive. What am I?","a wasp","a bee","a hornet","a butterfly","B. a bee","easy","Animal Riddles","Bzzz, and honey follows.","Honeybees wiggle-dance to share flower locations and make honey.","published"
"158","Riddle me this: i dance to tell friends where flowers are — and i make something sweet in a hive. What am I?","a wasp","a bee","a butterfly","a hornet","B. a bee","hard","Animal Riddles","Bzzz, and honey follows.","Honeybees wiggle-dance to share flower locations and make honey.","published"
"159","Two clues and one name: I dance to tell friends where flowers are. Also: I make something sweet in a hive. Can you name me?","a bee","a wasp","a butterfly","a hornet","A. a bee","easy","Animal Riddles","Bzzz, and honey follows.","Honeybees wiggle-dance to share flower locations and make honey.","published"
"160","Guess who: i dance to tell friends where flowers are, and i make something sweet in a hive. Who or what am I?","a butterfly","a bee","a wasp","a hornet","B. a bee","easy","Animal Riddles","Bzzz, and honey follows.","Honeybees wiggle-dance to share flower locations and make honey.","published"
"161","I am not saying my name yet: Back and forth I fly, and Two ropes and a seat keep me up. What am I?","a swing","a seesaw","a slide","a rocking horse","A. a swing","easy","Easy Kids Riddles","Pump your legs to the sky.","A swing flies higher with every leg pump.","published"
"162","Riddle me this: back and forth I fly — and two ropes and a seat keep me up. What am I?","a slide","a swing","a rocking horse","a seesaw","B. a swing","medium","Easy Kids Riddles","Pump your legs to the sky.","A swing flies higher with every leg pump.","published"
"163","Two clues and one name: Back and forth I fly. Also: Two ropes and a seat keep me up. Can you name me?","a slide","a swing","a rocking horse","a seesaw","B. a swing","easy","Easy Kids Riddles","Pump your legs to the sky.","A swing flies higher with every leg pump.","published"
"164","Guess who: back and forth I fly, and two ropes and a seat keep me up. Who or what am I?","a swing","a rocking horse","a slide","a seesaw","A. a swing","medium","Easy Kids Riddles","Pump your legs to the sky.","A swing flies higher with every leg pump.","published"
"165","I am not saying my name yet: I wear a red spotted shell, and I eat garden pests. What am I?","a ladybug","a fly","a beetle","a bee","A. a ladybug","easy","Animal Riddles","Little red luck charm.","Ladybugs are spotted beetles that eat garden pests.","published"
"166","Riddle me this: i wear a red spotted shell — and i eat garden pests. What am I?","a ladybug","a beetle","a fly","a bee","A. a ladybug","easy","Animal Riddles","Little red luck charm.","Ladybugs are spotted beetles that eat garden pests.","published"
"167","Two clues and one name: I wear a red spotted shell. Also: I eat garden pests. Can you name me?","a ladybug","a bee","a fly","a beetle","A. a ladybug","medium","Animal Riddles","Little red luck charm.","Ladybugs are spotted beetles that eat garden pests.","published"
"168","Guess who: i wear a red spotted shell, and i eat garden pests. Who or what am I?","a ladybug","a bee","a beetle","a fly","A. a ladybug","easy","Animal Riddles","Little red luck charm.","Ladybugs are spotted beetles that eat garden pests.","published"
"169","I am not saying my name yet: I dance at the end of a string, and I need wind to fly high. What am I?","a paper plane","a kite","a bird","a balloon","B. a kite","easy","Easy Kids Riddles","Hold tight on windy days.","A kite rides the wind at the end of a long string.","published"
"170","Riddle me this: i dance at the end of a string — and i need wind to fly high. What am I?","a kite","a balloon","a paper plane","a bird","A. a kite","easy","Easy Kids Riddles","Hold tight on windy days.","A kite rides the wind at the end of a long string.","published"
"171","Two clues and one name: I dance at the end of a string. Also: I need wind to fly high. Can you name me?","a balloon","a kite","a bird","a paper plane","B. a kite","easy","Easy Kids Riddles","Hold tight on windy days.","A kite rides the wind at the end of a long string.","published"
"172","Guess who: i dance at the end of a string, and i need wind to fly high. Who or what am I?","a kite","a bird","a paper plane","a balloon","A. a kite","medium","Easy Kids Riddles","Hold tight on windy days.","A kite rides the wind at the end of a long string.","published"
"173","I am not saying my name yet: I wear a woolly coat, and My baas echo across the hills. What am I?","a sheep","a llama","a deer","a goat","A. a sheep","medium","Animal Riddles","Woolly and gentle.","Sheep grow woolly coats sheared for wool.","published"
"174","Riddle me this: i wear a woolly coat — and my baas echo across the hills. What am I?","a sheep","a deer","a llama","a goat","A. a sheep","medium","Animal Riddles","Woolly and gentle.","Sheep grow woolly coats sheared for wool.","published"
"175","Two clues and one name: I wear a woolly coat. Also: My baas echo across the hills. Can you name me?","a goat","a sheep","a deer","a llama","B. a sheep","medium","Animal Riddles","Woolly and gentle.","Sheep grow woolly coats sheared for wool.","published"
"176","Guess who: i wear a woolly coat, and my baas echo across the hills. Who or what am I?","a goat","a sheep","a deer","a llama","B. a sheep","medium","Animal Riddles","Woolly and gentle.","Sheep grow woolly coats sheared for wool.","published"
"177","I am not saying my name yet: I chase away dark corners, and A button wakes my beam. What am I?","a flashlight","a lamp","a candle","a phone","A. a flashlight","easy","Easy Kids Riddles","Camping's pocket sun.","A flashlight beams light wherever you point it.","published"
"178","Riddle me this: i chase away dark corners — and a button wakes my beam. What am I?","a phone","a flashlight","a candle","a lamp","B. a flashlight","medium","Easy Kids Riddles","Camping's pocket sun.","A flashlight beams light wherever you point it.","published"
"179","Two clues and one name: I chase away dark corners. Also: A button wakes my beam. Can you name me?","a phone","a flashlight","a lamp","a candle","B. a flashlight","easy","Easy Kids Riddles","Camping's pocket sun.","A flashlight beams light wherever you point it.","published"
"180","Guess who: i chase away dark corners, and a button wakes my beam. Who or what am I?","a flashlight","a candle","a lamp","a phone","A. a flashlight","medium","Easy Kids Riddles","Camping's pocket sun.","A flashlight beams light wherever you point it.","published"
"181","I am not saying my name yet: I gnaw trees with strong teeth, and I build dams in rivers. What am I?","a muskrat","a beaver","an otter","a woodchuck","B. a beaver","easy","Animal Riddles","Nature's little engineer.","Beavers fell trees and build dams with mud and branches.","published"
"182","Riddle me this: i gnaw trees with strong teeth — and i build dams in rivers. What am I?","a beaver","a muskrat","an otter","a woodchuck","A. a beaver","easy","Animal Riddles","Nature's little engineer.","Beavers fell trees and build dams with mud and branches.","published"
"183","Two clues and one name: I gnaw trees with strong teeth. Also: I build dams in rivers. Can you name me?","a muskrat","an otter","a beaver","a woodchuck","C. a beaver","hard","Animal Riddles","Nature's little engineer.","Beavers fell trees and build dams with mud and branches.","published"
"184","Guess who: i gnaw trees with strong teeth, and i build dams in rivers. Who or what am I?","a beaver","a muskrat","a woodchuck","an otter","A. a beaver","medium","Animal Riddles","Nature's little engineer.","Beavers fell trees and build dams with mud and branches.","published"
"185","I am not saying my name yet: One side goes up as the other goes down, and We balance in the middle. What am I?","a ladder","a swing","a seesaw","a slide","C. a seesaw","hard","Easy Kids Riddles","Teeter, totter, up and down.","A seesaw lifts one friend as the other sinks.","published"
"186","Riddle me this: one side goes up as the other goes down — and we balance in the middle. What am I?","a ladder","a seesaw","a swing","a slide","B. a seesaw","medium","Easy Kids Riddles","Teeter, totter, up and down.","A seesaw lifts one friend as the other sinks.","published"
"187","Two clues and one name: One side goes up as the other goes down. Also: We balance in the middle. Can you name me?","a seesaw","a swing","a slide","a ladder","A. a seesaw","medium","Easy Kids Riddles","Teeter, totter, up and down.","A seesaw lifts one friend as the other sinks.","published"
"188","Guess who: one side goes up as the other goes down, and we balance in the middle. Who or what am I?","a seesaw","a ladder","a slide","a swing","A. a seesaw","medium","Easy Kids Riddles","Teeter, totter, up and down.","A seesaw lifts one friend as the other sinks.","published"
"189","I am not saying my name yet: I zip up a whole desk, and Pointy things live inside me. What am I?","a pencil case","a purse","a toolbox","a backpack","A. a pencil case","easy","School Riddles","Small home for pens and pencils.","A pencil case stores pens, pencils, and erasers.","published"
"190","Riddle me this: i zip up a whole desk — and pointy things live inside me. What am I?","a backpack","a pencil case","a toolbox","a purse","B. a pencil case","easy","School Riddles","Small home for pens and pencils.","A pencil case stores pens, pencils, and erasers.","published"
"191","Two clues and one name: I zip up a whole desk. Also: Pointy things live inside me. Can you name me?","a pencil case","a toolbox","a backpack","a purse","A. a pencil case","easy","School Riddles","Small home for pens and pencils.","A pencil case stores pens, pencils, and erasers.","published"
"192","Guess who: i zip up a whole desk, and pointy things live inside me. Who or what am I?","a backpack","a pencil case","a purse","a toolbox","B. a pencil case","easy","School Riddles","Small home for pens and pencils.","A pencil case stores pens, pencils, and erasers.","published"
"193","I am not saying my name yet: Quiet lives here, and Shelves of stories line my walls. What am I?","a library corner","a classroom","a gym","a hall","A. a library corner","easy","School Riddles","Whisper only, please.","The library corner keeps books and quiet readers.","published"
"194","Riddle me this: quiet lives here — and shelves of stories line my walls. What am I?","a library corner","a gym","a hall","a classroom","A. a library corner","medium","School Riddles","Whisper only, please.","The library corner keeps books and quiet readers.","published"
"195","Two clues and one name: Quiet lives here. Also: Shelves of stories line my walls. Can you name me?","a library corner","a hall","a gym","a classroom","A. a library corner","easy","School Riddles","Whisper only, please.","The library corner keeps books and quiet readers.","published"
"196","Guess who: quiet lives here, and shelves of stories line my walls. Who or what am I?","a library corner","a gym","a classroom","a hall","A. a library corner","medium","School Riddles","Whisper only, please.","The library corner keeps books and quiet readers.","published"
"197","I am not saying my name yet: Climb up high, zoom down fast, and I am shiny and sloped. What am I?","a slide","a ramp","a ladder","a swing","A. a slide","medium","Easy Kids Riddles","Wheee is my middle name.","A playground slide carries you up the steps and down in a whoosh.","published"
"198","Riddle me this: climb up high, zoom down fast — and i am shiny and sloped. What am I?","a slide","a ladder","a swing","a ramp","A. a slide","medium","Easy Kids Riddles","Wheee is my middle name.","A playground slide carries you up the steps and down in a whoosh.","published"
"199","Two clues and one name: Climb up high, zoom down fast. Also: I am shiny and sloped. Can you name me?","a swing","a ladder","a slide","a ramp","C. a slide","hard","Easy Kids Riddles","Wheee is my middle name.","A playground slide carries you up the steps and down in a whoosh.","published"
"200","Guess who: climb up high, zoom down fast, and i am shiny and sloped. Who or what am I?","a swing","a slide","a ladder","a ramp","B. a slide","easy","Easy Kids Riddles","Wheee is my middle name.","A playground slide carries you up the steps and down in a whoosh.","published"
"201","I am not saying my name yet: My ears are long, and I hop everywhere and love carrots. What am I?","a squirrel","a rabbit","a hare","a mouse","B. a rabbit","easy","Animal Riddles","Bounce, bounce, nibble.","Rabbits hop on strong legs and munch carrots.","published"
"202","Riddle me this: my ears are long — and i hop everywhere and love carrots. What am I?","a hare","a rabbit","a squirrel","a mouse","B. a rabbit","medium","Animal Riddles","Bounce, bounce, nibble.","Rabbits hop on strong legs and munch carrots.","published"
"203","Two clues and one name: My ears are long. Also: I hop everywhere and love carrots. Can you name me?","a rabbit","a hare","a squirrel","a mouse","A. a rabbit","medium","Animal Riddles","Bounce, bounce, nibble.","Rabbits hop on strong legs and munch carrots.","published"
"204","Guess who: my ears are long, and i hop everywhere and love carrots. Who or what am I?","a rabbit","a mouse","a hare","a squirrel","A. a rabbit","medium","Animal Riddles","Bounce, bounce, nibble.","Rabbits hop on strong legs and munch carrots.","published"
"205","I am not saying my name yet: I talk in clicks and whistles, and I leap from the sea like silver lightning. What am I?","a seal","a dolphin","a shark","a whale","B. a dolphin","medium","Animal Riddles","A clever ocean acrobat.","Dolphins communicate with clicks and whistles and love to leap.","published"
"206","Riddle me this: i talk in clicks and whistles — and i leap from the sea like silver lightning. What am I?","a whale","a dolphin","a shark","a seal","B. a dolphin","medium","Animal Riddles","A clever ocean acrobat.","Dolphins communicate with clicks and whistles and love to leap.","published"
"207","Two clues and one name: I talk in clicks and whistles. Also: I leap from the sea like silver lightning. Can you name me?","a dolphin","a whale","a shark","a seal","A. a dolphin","medium","Animal Riddles","A clever ocean acrobat.","Dolphins communicate with clicks and whistles and love to leap.","published"
"208","Guess who: i talk in clicks and whistles, and i leap from the sea like silver lightning. Who or what am I?","a shark","a dolphin","a whale","a seal","B. a dolphin","medium","Animal Riddles","A clever ocean acrobat.","Dolphins communicate with clicks and whistles and love to leap.","published"
"209","I am not saying my name yet: I carry my house on my back, and I leave a shiny trail behind me. What am I?","a slug","a snail","a turtle","a beetle","B. a snail","medium","Animal Riddles","Slow, with a spiral suitcase.","A snail's spiral shell is its portable home.","published"
"210","Riddle me this: i carry my house on my back — and i leave a shiny trail behind me. What am I?","a turtle","a snail","a beetle","a slug","B. a snail","easy","Animal Riddles","Slow, with a spiral suitcase.","A snail's spiral shell is its portable home.","published"
"211","Two clues and one name: I carry my house on my back. Also: I leave a shiny trail behind me. Can you name me?","a snail","a beetle","a slug","a turtle","A. a snail","medium","Animal Riddles","Slow, with a spiral suitcase.","A snail's spiral shell is its portable home.","published"
"212","Guess who: i carry my house on my back, and i leave a shiny trail behind me. Who or what am I?","a beetle","a snail","a turtle","a slug","B. a snail","medium","Animal Riddles","Slow, with a spiral suitcase.","A snail's spiral shell is its portable home.","published"
"213","I am not saying my name yet: Sweet treats sleep inside me, and My lid hides the crumbs. What am I?","a cabinet","a cookie jar","a lunchbox","a drawer","B. a cookie jar","hard","Easy Kids Riddles","Hands sneak in at midnight.","The cookie jar guards the household's sweet stash.","published"
"214","Riddle me this: sweet treats sleep inside me — and my lid hides the crumbs. What am I?","a cookie jar","a drawer","a cabinet","a lunchbox","A. a cookie jar","medium","Easy Kids Riddles","Hands sneak in at midnight.","The cookie jar guards the household's sweet stash.","published"
"215","Two clues and one name: Sweet treats sleep inside me. Also: My lid hides the crumbs. Can you name me?","a cookie jar","a cabinet","a lunchbox","a drawer","A. a cookie jar","medium","Easy Kids Riddles","Hands sneak in at midnight.","The cookie jar guards the household's sweet stash.","published"
"216","Guess who: sweet treats sleep inside me, and my lid hides the crumbs. Who or what am I?","a lunchbox","a cookie jar","a cabinet","a drawer","B. a cookie jar","easy","Easy Kids Riddles","Hands sneak in at midnight.","The cookie jar guards the household's sweet stash.","published"
"217","I am not saying my name yet: I have rows of sharp teeth, and I never stop swimming. What am I?","a shark","an orca","a dolphin","a whale","A. a shark","medium","Animal Riddles","Fin above the waves.","Sharks swim constantly and grow new teeth in rows.","published"
"218","Riddle me this: i have rows of sharp teeth — and i never stop swimming. What am I?","a shark","an orca","a dolphin","a whale","A. a shark","medium","Animal Riddles","Fin above the waves.","Sharks swim constantly and grow new teeth in rows.","published"
"219","Two clues and one name: I have rows of sharp teeth. Also: I never stop swimming. Can you name me?","a shark","a whale","a dolphin","an orca","A. a shark","medium","Animal Riddles","Fin above the waves.","Sharks swim constantly and grow new teeth in rows.","published"
"220","Guess who: i have rows of sharp teeth, and i never stop swimming. Who or what am I?","a shark","an orca","a whale","a dolphin","A. a shark","medium","Animal Riddles","Fin above the waves.","Sharks swim constantly and grow new teeth in rows.","published"
"221","I am not saying my name yet: I carry humps of stored fat, and I can cross hot deserts for days. What am I?","a camel","a donkey","a horse","a llama","A. a camel","easy","Animal Riddles","The desert ship.","Camel humps store fat for long desert journeys.","published"
"222","Riddle me this: i carry humps of stored fat — and i can cross hot deserts for days. What am I?","a camel","a horse","a llama","a donkey","A. a camel","medium","Animal Riddles","The desert ship.","Camel humps store fat for long desert journeys.","published"
"223","Two clues and one name: I carry humps of stored fat. Also: I can cross hot deserts for days. Can you name me?","a donkey","a camel","a llama","a horse","B. a camel","easy","Animal Riddles","The desert ship.","Camel humps store fat for long desert journeys.","published"
"224","Guess who: i carry humps of stored fat, and i can cross hot deserts for days. Who or what am I?","a camel","a llama","a horse","a donkey","A. a camel","easy","Animal Riddles","The desert ship.","Camel humps store fat for long desert journeys.","published"
"225","I am not saying my name yet: I roll on four small wheels, and I ride ramps at the park. What am I?","a skateboard","roller skates","a bike","a scooter","A. a skateboard","medium","Easy Kids Riddles","Kick, push, balance.","Skateboards roll on four wheels and ride ramps.","published"
"226","Riddle me this: i roll on four small wheels — and i ride ramps at the park. What am I?","a skateboard","a bike","a scooter","roller skates","A. a skateboard","easy","Easy Kids Riddles","Kick, push, balance.","Skateboards roll on four wheels and ride ramps.","published"
"227","Two clues and one name: I roll on four small wheels. Also: I ride ramps at the park. Can you name me?","a bike","a skateboard","roller skates","a scooter","B. a skateboard","easy","Easy Kids Riddles","Kick, push, balance.","Skateboards roll on four wheels and ride ramps.","published"
"228","Guess who: i roll on four small wheels, and i ride ramps at the park. Who or what am I?","roller skates","a skateboard","a bike","a scooter","B. a skateboard","hard","Easy Kids Riddles","Kick, push, balance.","Skateboards roll on four wheels and ride ramps.","published"
"229","I am not saying my name yet: I bury nuts for winter, and My tail fluffs like a flag. What am I?","a squirrel","a mouse","a chipmunk","a rabbit","A. a squirrel","easy","Animal Riddles","Chattering tree acrobat.","Squirrels hoard nuts and flick bushy tails.","published"
"230","Riddle me this: i bury nuts for winter — and my tail fluffs like a flag. What am I?","a squirrel","a chipmunk","a mouse","a rabbit","A. a squirrel","medium","Animal Riddles","Chattering tree acrobat.","Squirrels hoard nuts and flick bushy tails.","published"
"231","Two clues and one name: I bury nuts for winter. Also: My tail fluffs like a flag. Can you name me?","a chipmunk","a squirrel","a mouse","a rabbit","B. a squirrel","medium","Animal Riddles","Chattering tree acrobat.","Squirrels hoard nuts and flick bushy tails.","published"
"232","Guess who: i bury nuts for winter, and my tail fluffs like a flag. Who or what am I?","a chipmunk","a squirrel","a rabbit","a mouse","B. a squirrel","medium","Animal Riddles","Chattering tree acrobat.","Squirrels hoard nuts and flick bushy tails.","published"
"233","I am not saying my name yet: I give pencils their points, and Shavings curl out of me. What am I?","a pencil sharpener","a clip","scissors","a pen","A. a pencil sharpener","hard","School Riddles","Grind gently, write sharply.","Sharpeners shave pencil wood into a fine point.","published"
"234","Riddle me this: i give pencils their points — and shavings curl out of me. What am I?","a pen","a pencil sharpener","a clip","scissors","B. a pencil sharpener","medium","School Riddles","Grind gently, write sharply.","Sharpeners shave pencil wood into a fine point.","published"
"235","Two clues and one name: I give pencils their points. Also: Shavings curl out of me. Can you name me?","a pencil sharpener","a clip","a pen","scissors","A. a pencil sharpener","medium","School Riddles","Grind gently, write sharply.","Sharpeners shave pencil wood into a fine point.","published"
"236","Guess who: i give pencils their points, and shavings curl out of me. Who or what am I?","a clip","a pencil sharpener","a pen","scissors","B. a pencil sharpener","easy","School Riddles","Grind gently, write sharply.","Sharpeners shave pencil wood into a fine point.","published"
"237","I am not saying my name yet: I ask you to letters-in-order, and Ten words, every Friday. What am I?","a spelling test","a quiz","a riddle","a crossword","A. a spelling test","easy","School Riddles","Say each word, write each word.","A spelling test checks that you can write words correctly.","published"
"238","Riddle me this: i ask you to letters-in-order — and ten words, every Friday. What am I?","a crossword","a spelling test","a quiz","a riddle","B. a spelling test","medium","School Riddles","Say each word, write each word.","A spelling test checks that you can write words correctly.","published"
"239","Two clues and one name: I ask you to letters-in-order. Also: Ten words, every Friday. Can you name me?","a spelling test","a quiz","a riddle","a crossword","A. a spelling test","medium","School Riddles","Say each word, write each word.","A spelling test checks that you can write words correctly.","published"
"240","Guess who: i ask you to letters-in-order, and ten words, every Friday. Who or what am I?","a crossword","a spelling test","a riddle","a quiz","B. a spelling test","easy","School Riddles","Say each word, write each word.","A spelling test checks that you can write words correctly.","published"
"241","I am not saying my name yet: I measure in straight lines, and My edges are numbered. What am I?","a ruler","a scale","a tape","a protractor","A. a ruler","medium","School Riddles","Twelve inches of order.","A ruler measures length and draws straight lines.","published"
"242","Riddle me this: i measure in straight lines — and my edges are numbered. What am I?","a tape","a ruler","a protractor","a scale","B. a ruler","medium","School Riddles","Twelve inches of order.","A ruler measures length and draws straight lines.","published"
"243","Two clues and one name: I measure in straight lines. Also: My edges are numbered. Can you name me?","a scale","a ruler","a protractor","a tape","B. a ruler","hard","School Riddles","Twelve inches of order.","A ruler measures length and draws straight lines.","published"
"244","Guess who: i measure in straight lines, and my edges are numbered. Who or what am I?","a ruler","a scale","a protractor","a tape","A. a ruler","hard","School Riddles","Twelve inches of order.","A ruler measures length and draws straight lines.","published"
"245","I am not saying my name yet: I chug around a little track, and You connect my carriages. What am I?","a toy train","a plane","a toy car","a bus","A. a toy train","hard","Easy Kids Riddles","Choo choo, all aboard.","Toy trains pull carriages around a small track.","published"
"246","Riddle me this: i chug around a little track — and you connect my carriages. What am I?","a bus","a toy train","a plane","a toy car","B. a toy train","medium","Easy Kids Riddles","Choo choo, all aboard.","Toy trains pull carriages around a small track.","published"
"247","Two clues and one name: I chug around a little track. Also: You connect my carriages. Can you name me?","a toy car","a toy train","a bus","a plane","B. a toy train","medium","Easy Kids Riddles","Choo choo, all aboard.","Toy trains pull carriages around a small track.","published"
"248","Guess who: i chug around a little track, and you connect my carriages. Who or what am I?","a toy train","a plane","a bus","a toy car","A. a toy train","medium","Easy Kids Riddles","Choo choo, all aboard.","Toy trains pull carriages around a small track.","published"
"249","I am not saying my name yet: I gallop across fields, and I carry riders on my back. What am I?","a horse","a donkey","a cow","a zebra","A. a horse","medium","Animal Riddles","Clop clop clop.","Horses gallop, carry riders, and wear metal horseshoes.","published"
"250","Riddle me this: i gallop across fields — and i carry riders on my back. What am I?","a donkey","a horse","a cow","a zebra","B. a horse","easy","Animal Riddles","Clop clop clop.","Horses gallop, carry riders, and wear metal horseshoes.","published"
"251","Two clues and one name: I gallop across fields. Also: I carry riders on my back. Can you name me?","a horse","a zebra","a donkey","a cow","A. a horse","easy","Animal Riddles","Clop clop clop.","Horses gallop, carry riders, and wear metal horseshoes.","published"
