# Category: Math Numbers

#,question,optionA,optionB,optionC,optionD,answer,level,subject,hint,explanation,status
"153","It is exactly 7:00 on an analog clock. How many degrees between the hour and minute hands?","150","120","180","165","A. 150","hard","Age & Time Puzzles","Each minute, the minute hand moves 6 degrees.","The hands are 150 degrees apart at 7:00.","published"
"154","Divide me by 4 and you get 6 with a remainder of 1. What am I?","24","25","28","29","B. 25","hard","Number Riddles","Multiply, then add the leftover.","4 x 6 + 1 = 25.","published"
"155","A printer prints one page every 2 seconds. How long to print 83 pages?","103","166 seconds","83 seconds","332 seconds","B. 166 seconds","easy","Counting Tricks","Multiply pages by seconds per page.","83 x 2 = 166 seconds.","published"
"156","A farmyard has 5 chickens and 5 ducks. How many legs in total?","10","20","24","18","B. 20","easy","Counting Tricks","Both birds have two legs.","10 birds x 2 legs = 20.","published"
"157","4 friends each wave to every other friend exactly once. How many waves in total?","3","12","6","16","C. 6","hard","Counting Tricks","Each pair counts once, not twice.","4 friends form 6 unique pairs.","published"
"158","8 friends each wave to every other friend exactly once. How many waves in total?","64","56","7","28","D. 28","hard","Counting Tricks","Each pair counts once, not twice.","8 friends form 28 unique pairs.","published"
"159","A father is 36 and his child is 16. In how many years will the father be exactly twice as old?","4","3","6","16","A. 4","hard","Age & Time Puzzles","Try the gap between them.","In 4 years: 40 is double 20.","published"
"160","When I was 10, my sister was half my age. Now I am 61. How old is my sister?","5","56","51","30","B. 56","medium","Age & Time Puzzles","The age gap never changes.","The gap was 5 years, so she is 56 now.","published"
"161","It is exactly 2:00 on an analog clock. How many degrees between the hour and minute hands?","90","60","75","30","B. 60","hard","Age & Time Puzzles","Each minute, the minute hand moves 6 degrees.","The hands are 60 degrees apart at 2:00.","published"
"162","I am a three-digit number. My hundreds digit is 5, my tens digit is 1, and my ones digit is 4. My digits add up to what?","11","13","10","9","C. 10","medium","Number Riddles","Just add the three digits.","5 + 1 + 4 = 10.","published"
"163","A father is 30 and his child is 8. In how many years will the father be exactly twice as old?","8","13","14","16","C. 14","hard","Age & Time Puzzles","Try the gap between them.","In 14 years: 44 is double 22.","published"
"164","A film runs 2 hours and 10 minutes. How many minutes long is it in total?","1200","130","120","132","B. 130","easy","Age & Time Puzzles","Convert the hours first.","2 hours is 120 minutes, plus 10 = 130.","published"
"165","Half of me is 28. What number am I?","28","56","58","112","B. 56","easy","Number Riddles","Double the clue.","Twice 28 is 56.","published"
"166","A printer prints one page every 2 seconds. How long to print 84 pages?","336 seconds","168 seconds","84 seconds","103","B. 168 seconds","easy","Counting Tricks","Multiply pages by seconds per page.","84 x 2 = 168 seconds.","published"
"167","I am a three-digit number. My hundreds digit is 3, my tens digit is 1, and my ones digit is 8. My digits add up to what?","12","15","11","13","A. 12","medium","Number Riddles","Just add the three digits.","3 + 1 + 8 = 12.","published"
"168","When I was 18, my sister was half my age. Now I am 58. How old is my sister?","9","49","40","29","B. 49","medium","Age & Time Puzzles","The age gap never changes.","The gap was 9 years, so she is 49 now.","published"
"169","I am a three-digit number. My hundreds digit is 8, my tens digit is 4, and my ones digit is 6. My digits add up to what?","32","38","18","19","C. 18","medium","Number Riddles","Just add the three digits.","8 + 4 + 6 = 18.","published"
"170","I am a perfect square. Multiply my square root by itself and you get 16. What is my square root?","4","3","5","6","A. 4","easy","Number Riddles","Which number times itself gives 16?","4 times 4 equals 16.","published"
"171","When I was 30, my sister was half my age. Now I am 65. How old is my sister?","50","35","32","15","A. 50","medium","Age & Time Puzzles","The age gap never changes.","The gap was 15 years, so she is 50 now.","published"
"172","It is exactly 1:30 on an analog clock. How many degrees between the hour and minute hands?","150","105","165","135","D. 135","hard","Age & Time Puzzles","Each minute, the minute hand moves 6 degrees.","The hands are 135 degrees apart at 1:30.","published"
"173","Each of 6 guests eats exactly 3 slices. How many slices must the pizza order contain?","9","18","12","21","B. 18","easy","Counting Tricks","Multiply guests by slices each.","6 x 3 = 18 slices.","published"
"174","It is exactly 2:30 on an analog clock. How many degrees between the hour and minute hands?","105","135","120","75","A. 105","hard","Age & Time Puzzles","Each minute, the minute hand moves 6 degrees.","The hands are 105 degrees apart at 2:30.","published"
"175","I am a number with a secret. My tens digit is double my ones digit, and our digits add up to 9. What number am I?","81","90","101","99","B. 90","medium","Number Riddles","Work out the tens digit first.","Tens digit 9 is double the ones digit 0, and together they sum to 9.","published"
"176","You have 7 five-dollar bills and 5 one-dollar coins. How much money in total?","40","12","35","45","A. 40","easy","Counting Tricks","Multiply, then add.","7 x 5 + 5 = 40.","published"
"177","You have 4 five-dollar bills and 8 one-dollar coins. How much money in total?","28","33","32","12","A. 28","easy","Counting Tricks","Multiply, then add.","4 x 5 + 8 = 28.","published"
"178","A printer prints one page every 2 seconds. How long to print 58 pages?","116 seconds","58 seconds","232 seconds","103","A. 116 seconds","easy","Counting Tricks","Multiply pages by seconds per page.","58 x 2 = 116 seconds.","published"
"179","Divide me by 3 and you get 12 with a remainder of 2. What am I?","41","38","36","37","B. 38","hard","Number Riddles","Multiply, then add the leftover.","3 x 12 + 2 = 38.","published"
"180","I am a number: double me and add 7, and you land on 99. What am I?","53","42","46","50","C. 46","medium","Number Riddles","Work backwards from the total.","Subtract 7 to get 92, then halve: 46.","published"
"181","A trip lasts 62 days. How many full weeks is that, and how many days are left over?","9 weeks","8 weeks and 6 days","8 weeks and 1 days","7 weeks and 13 days","B. 8 weeks and 6 days","easy","Age & Time Puzzles","Divide by seven.","62 divided by 7 is 8 weeks remainder 6.","published"
"182","A film runs 4 hours and 25 minutes. How many minutes long is it in total?","265","269","6000","240","A. 265","easy","Age & Time Puzzles","Convert the hours first.","4 hours is 240 minutes, plus 25 = 265.","published"
"183","A farmyard has 6 chickens and 5 ducks. How many legs in total?","20","22","11","26","B. 22","easy","Counting Tricks","Both birds have two legs.","11 birds x 2 legs = 22.","published"
"184","A carpenter saws a wooden plank 8 times, straight across. How many pieces does he end up with?","8","9","16","10","B. 9","medium","Counting Tricks","Each cut adds one piece.","8 cuts make 9 pieces.","published"
"185","When I was 22, my sister was half my age. Now I am 34. How old is my sister?","17","23","11","12","B. 23","medium","Age & Time Puzzles","The age gap never changes.","The gap was 11 years, so she is 23 now.","published"
"186","I am a number with a secret. My tens digit is double my ones digit, and our digits add up to 6. What number am I?","55","62","51","42","C. 51","medium","Number Riddles","Work out the tens digit first.","Tens digit 5 is double the ones digit 1, and together they sum to 6.","published"
"187","Divide me by 5 and you get 10 with a remainder of 1. What am I?","56","50","51","54","C. 51","hard","Number Riddles","Multiply, then add the leftover.","5 x 10 + 1 = 51.","published"
"188","Half of me is 24. What number am I?","48","50","24","96","A. 48","easy","Number Riddles","Double the clue.","Twice 24 is 48.","published"
"189","A film runs 3 hours and 25 minutes. How many minutes long is it in total?","180","205","208","4500","B. 205","easy","Age & Time Puzzles","Convert the hours first.","3 hours is 180 minutes, plus 25 = 205.","published"
"190","A trip lasts 27 days. How many full weeks is that, and how many days are left over?","3 weeks and 6 days","2 weeks and 13 days","4 weeks","3 weeks and 1 days","A. 3 weeks and 6 days","easy","Age & Time Puzzles","Divide by seven.","27 divided by 7 is 3 weeks remainder 6.","published"
"191","A trip lasts 78 days. How many full weeks is that, and how many days are left over?","12 weeks","11 weeks and 1 days","10 weeks and 8 days","11 weeks and 6 days","B. 11 weeks and 1 days","easy","Age & Time Puzzles","Divide by seven.","78 divided by 7 is 11 weeks remainder 1.","published"
"192","I am a number with a secret. My tens digit is double my ones digit, and our digits add up to 8. What number am I?","80","71","88","91","A. 80","medium","Number Riddles","Work out the tens digit first.","Tens digit 8 is double the ones digit 0, and together they sum to 8.","published"
"193","A trip lasts 34 days. How many full weeks is that, and how many days are left over?","4 weeks and 6 days","5 weeks","4 weeks and 1 days","3 weeks and 13 days","A. 4 weeks and 6 days","easy","Age & Time Puzzles","Divide by seven.","34 divided by 7 is 4 weeks remainder 6.","published"
"194","Half of me is 14. What number am I?","56","28","30","14","B. 28","easy","Number Riddles","Double the clue.","Twice 14 is 28.","published"
"195","I am a three-digit number. My hundreds digit is 9, my tens digit is 7, and my ones digit is 4. My digits add up to what?","20","21","37","67","A. 20","medium","Number Riddles","Just add the three digits.","9 + 7 + 4 = 20.","published"
"196","A farmyard has 6 chickens and 9 ducks. How many legs in total?","15","30","28","34","B. 30","easy","Counting Tricks","Both birds have two legs.","15 birds x 2 legs = 30.","published"
"197","I am a perfect square. Multiply my square root by itself and you get 121. What is my square root?","10","11","13","12","B. 11","easy","Number Riddles","Which number times itself gives 121?","11 times 11 equals 121.","published"
"198","A trip lasts 47 days. How many full weeks is that, and how many days are left over?","6 weeks and 5 days","5 weeks and 12 days","6 weeks and 2 days","7 weeks","A. 6 weeks and 5 days","easy","Age & Time Puzzles","Divide by seven.","47 divided by 7 is 6 weeks remainder 5.","published"
"199","I am a three-digit number. My hundreds digit is 5, my tens digit is 7, and my ones digit is 7. My digits add up to what?","19","20","54","42","A. 19","medium","Number Riddles","Just add the three digits.","5 + 7 + 7 = 19.","published"
"200","I am a three-digit number. My hundreds digit is 4, my tens digit is 4, and my ones digit is 8. My digits add up to what?","16","36","17","24","A. 16","medium","Number Riddles","Just add the three digits.","4 + 4 + 8 = 16.","published"
"201","A film runs 4 hours and 10 minutes. How many minutes long is it in total?","2400","250","254","240","B. 250","easy","Age & Time Puzzles","Convert the hours first.","4 hours is 240 minutes, plus 10 = 250.","published"
"202","Half of me is 17. What number am I?","17","34","36","68","B. 34","easy","Number Riddles","Double the clue.","Twice 17 is 34.","published"
"203","A farmyard has 2 chickens and 9 ducks. How many legs in total?","20","22","11","26","B. 22","easy","Counting Tricks","Both birds have two legs.","11 birds x 2 legs = 22.","published"
"204","I am a number: double me and add 7, and you land on 89. What am I?","45","41","48","37","B. 41","medium","Number Riddles","Work backwards from the total.","Subtract 7 to get 82, then halve: 41.","published"
"205","A father is 34 and his child is 15. In how many years will the father be exactly twice as old?","6","3","15","4","D. 4","hard","Age & Time Puzzles","Try the gap between them.","In 4 years: 38 is double 19.","published"
"206","I am a number: double me and add 7, and you land on 73. What am I?","40","29","33","37","C. 33","medium","Number Riddles","Work backwards from the total.","Subtract 7 to get 66, then halve: 33.","published"
"207","You have 6 five-dollar bills and 5 one-dollar coins. How much money in total?","35","30","40","11","A. 35","easy","Counting Tricks","Multiply, then add.","6 x 5 + 5 = 35.","published"
"208","5 friends each wave to every other friend exactly once. How many waves in total?","10","25","4","20","A. 10","hard","Counting Tricks","Each pair counts once, not twice.","5 friends form 10 unique pairs.","published"
"209","Half of me is 31. What number am I?","31","62","124","64","B. 62","easy","Number Riddles","Double the clue.","Twice 31 is 62.","published"
"210","When I was 8, my sister was half my age. Now I am 64. How old is my sister?","60","4","32","56","A. 60","medium","Age & Time Puzzles","The age gap never changes.","The gap was 4 years, so she is 60 now.","published"
"211","Each of 4 guests eats exactly 3 slices. How many slices must the pizza order contain?","12","8","7","15","A. 12","easy","Counting Tricks","Multiply guests by slices each.","4 x 3 = 12 slices.","published"
"212","A printer prints one page every 2 seconds. How long to print 47 pages?","103","94 seconds","188 seconds","47 seconds","B. 94 seconds","easy","Counting Tricks","Multiply pages by seconds per page.","47 x 2 = 94 seconds.","published"
"213","A straight fence is built from 9 sections, end to end in a line. How many fence posts hold it up?","9","10","18","8","B. 10","hard","Counting Tricks","A line needs a post at both ends.","9 sections in a line need 10 posts.","published"
"214","A straight fence is built from 11 sections, end to end in a line. How many fence posts hold it up?","11","10","12","22","C. 12","hard","Counting Tricks","A line needs a post at both ends.","11 sections in a line need 12 posts.","published"
"215","A trip lasts 35 days. How many full weeks is that, and how many days are left over?","5 weeks and 0 days","6 weeks","4 weeks and 7 days","103","A. 5 weeks and 0 days","easy","Age & Time Puzzles","Divide by seven.","35 divided by 7 is 5 weeks remainder 0.","published"
"216","I am a three-digit number. My hundreds digit is 6, my tens digit is 8, and my ones digit is 4. My digits add up to what?","52","18","38","19","B. 18","medium","Number Riddles","Just add the three digits.","6 + 8 + 4 = 18.","published"
"217","Half of me is 40. What number am I?","80","160","40","82","A. 80","easy","Number Riddles","Double the clue.","Twice 40 is 80.","published"
"218","I am a three-digit number. My hundreds digit is 3, my tens digit is 6, and my ones digit is 7. My digits add up to what?","17","45","16","25","C. 16","medium","Number Riddles","Just add the three digits.","3 + 6 + 7 = 16.","published"
"219","Divide me by 5 and you get 4 with a remainder of 3. What am I?","20","28","22","23","D. 23","hard","Number Riddles","Multiply, then add the leftover.","5 x 4 + 3 = 23.","published"
"220","Divide me by 3 and you get 8 with a remainder of 2. What am I?","26","25","24","29","A. 26","hard","Number Riddles","Multiply, then add the leftover.","3 x 8 + 2 = 26.","published"
"221","A father is 47 and his child is 16. In how many years will the father be exactly twice as old?","16","15","14","17","B. 15","hard","Age & Time Puzzles","Try the gap between them.","In 15 years: 62 is double 31.","published"
"222","A straight fence is built from 7 sections, end to end in a line. How many fence posts hold it up?","14","6","8","7","C. 8","hard","Counting Tricks","A line needs a post at both ends.","7 sections in a line need 8 posts.","published"
"223","I am a three-digit number. My hundreds digit is 5, my tens digit is 8, and my ones digit is 3. My digits add up to what?","16","43","29","17","A. 16","medium","Number Riddles","Just add the three digits.","5 + 8 + 3 = 16.","published"
"224","Divide me by 5 and you get 9 with a remainder of 3. What am I?","45","47","48","53","C. 48","hard","Number Riddles","Multiply, then add the leftover.","5 x 9 + 3 = 48.","published"
"225","A father is 33 and his child is 12. In how many years will the father be exactly twice as old?","9","12","8","11","A. 9","hard","Age & Time Puzzles","Try the gap between them.","In 9 years: 42 is double 21.","published"
"226","6 friends each wave to every other friend exactly once. How many waves in total?","36","15","30","5","B. 15","hard","Counting Tricks","Each pair counts once, not twice.","6 friends form 15 unique pairs.","published"
"227","You have 2 five-dollar bills and 5 one-dollar coins. How much money in total?","10","15","7","20","B. 15","easy","Counting Tricks","Multiply, then add.","2 x 5 + 5 = 15.","published"
"228","A film runs 2 hours and 40 minutes. How many minutes long is it in total?","162","160","4800","120","B. 160","easy","Age & Time Puzzles","Convert the hours first.","2 hours is 120 minutes, plus 40 = 160.","published"
"229","I am a three-digit number. My hundreds digit is 7, my tens digit is 4, and my ones digit is 4. My digits add up to what?","15","16","32","23","A. 15","medium","Number Riddles","Just add the three digits.","7 + 4 + 4 = 15.","published"
"230","A trip lasts 80 days. How many full weeks is that, and how many days are left over?","11 weeks and 3 days","11 weeks and 4 days","10 weeks and 10 days","12 weeks","A. 11 weeks and 3 days","easy","Age & Time Puzzles","Divide by seven.","80 divided by 7 is 11 weeks remainder 3.","published"
"231","Half of me is 25. What number am I?","50","100","25","52","A. 50","easy","Number Riddles","Double the clue.","Twice 25 is 50.","published"
"232","I am a three-digit number. My hundreds digit is 5, my tens digit is 7, and my ones digit is 8. My digits add up to what?","20","21","61","43","A. 20","medium","Number Riddles","Just add the three digits.","5 + 7 + 8 = 20.","published"
"233","Half of me is 12. What number am I?","24","48","26","12","A. 24","easy","Number Riddles","Double the clue.","Twice 12 is 24.","published"
"234","I am a number: double me and add 7, and you land on 43. What am I?","18","25","14","22","A. 18","medium","Number Riddles","Work backwards from the total.","Subtract 7 to get 36, then halve: 18.","published"
"235","I am a perfect square. Multiply my square root by itself and you get 49. What is my square root?","9","7","8","6","B. 7","easy","Number Riddles","Which number times itself gives 49?","7 times 7 equals 49.","published"
"236","When I was 12, my sister was half my age. Now I am 62. How old is my sister?","31","56","50","6","B. 56","medium","Age & Time Puzzles","The age gap never changes.","The gap was 6 years, so she is 56 now.","published"
"237","A straight fence is built from 8 sections, end to end in a line. How many fence posts hold it up?","16","7","9","8","C. 9","hard","Counting Tricks","A line needs a post at both ends.","8 sections in a line need 9 posts.","published"
"238","Half of me is 38. What number am I?","76","38","152","78","A. 76","easy","Number Riddles","Double the clue.","Twice 38 is 76.","published"
"239","I am a number with a secret. My tens digit is double my ones digit, and our digits add up to 7. What number am I?","61","70","77","81","B. 70","easy","Number Riddles","Work out the tens digit first.","Tens digit 7 is double the ones digit 0, and together they sum to 7.","published"
"240","A farmyard has 4 chickens and 9 ducks. How many legs in total?","26","30","13","24","A. 26","easy","Counting Tricks","Both birds have two legs.","13 birds x 2 legs = 26.","published"
"241","Divide me by 5 and you get 12 with a remainder of 1. What am I?","60","66","64","61","D. 61","hard","Number Riddles","Multiply, then add the leftover.","5 x 12 + 1 = 61.","published"
"242","I am a three-digit number. My hundreds digit is 7, my tens digit is 5, and my ones digit is 7. My digits add up to what?","42","20","19","22","C. 19","medium","Number Riddles","Just add the three digits.","7 + 5 + 7 = 19.","published"
"243","Half of me is 15. What number am I?","60","30","15","32","B. 30","easy","Number Riddles","Double the clue.","Twice 15 is 30.","published"
"244","A farmyard has 6 chickens and 6 ducks. How many legs in total?","24","22","28","12","A. 24","easy","Counting Tricks","Both birds have two legs.","12 birds x 2 legs = 24.","published"
"245","Half of me is 45. What number am I?","90","92","45","180","A. 90","easy","Number Riddles","Double the clue.","Twice 45 is 90.","published"
"246","I am a three-digit number. My hundreds digit is 7, my tens digit is 5, and my ones digit is 8. My digits add up to what?","20","21","43","47","A. 20","medium","Number Riddles","Just add the three digits.","7 + 5 + 8 = 20.","published"
"247","Half of me is 43. What number am I?","86","172","43","88","A. 86","easy","Number Riddles","Double the clue.","Twice 43 is 86.","published"
"248","It is exactly 10:30 on an analog clock. How many degrees between the hour and minute hands?","135","165","105","150","A. 135","hard","Age & Time Puzzles","Each minute, the minute hand moves 6 degrees.","The hands are 135 degrees apart at 10:30.","published"
"249","A father is 52 and his child is 16. In how many years will the father be exactly twice as old?","19","20","16","22","B. 20","hard","Age & Time Puzzles","Try the gap between them.","In 20 years: 72 is double 36.","published"
"250","A father is 45 and his child is 14. In how many years will the father be exactly twice as old?","14","19","17","16","C. 17","hard","Age & Time Puzzles","Try the gap between them.","In 17 years: 62 is double 31.","published"
"251","A film runs 5 hours and 40 minutes. How many minutes long is it in total?","300","340","12000","345","B. 340","easy","Age & Time Puzzles","Convert the hours first.","5 hours is 300 minutes, plus 40 = 340.","published"
"252","A trip lasts 63 days. How many full weeks is that, and how many days are left over?","9 weeks and 0 days","10 weeks","8 weeks and 7 days","103","A. 9 weeks and 0 days","easy","Age & Time Puzzles","Divide by seven.","63 divided by 7 is 9 weeks remainder 0.","published"
"253","Half of me is 13. What number am I?","13","26","52","28","B. 26","easy","Number Riddles","Double the clue.","Twice 13 is 26.","published"
"254","I am a three-digit number. My hundreds digit is 9, my tens digit is 7, and my ones digit is 5. My digits add up to what?","22","21","44","68","B. 21","medium","Number Riddles","Just add the three digits.","9 + 7 + 5 = 21.","published"
"255","I am a three-digit number. My hundreds digit is 3, my tens digit is 1, and my ones digit is 7. My digits add up to what?","11","12","14","10","A. 11","medium","Number Riddles","Just add the three digits.","3 + 1 + 7 = 11.","published"
"256","A farmyard has 4 chickens and 8 ducks. How many legs in total?","12","24","22","28","B. 24","easy","Counting Tricks","Both birds have two legs.","12 birds x 2 legs = 24.","published"
"257","You have 9 five-dollar bills and 6 one-dollar coins. How much money in total?","56","51","15","54","B. 51","easy","Counting Tricks","Multiply, then add.","9 x 5 + 6 = 51.","published"
"258","Divide me by 5 and you get 12 with a remainder of 4. What am I?","63","60","69","64","D. 64","hard","Number Riddles","Multiply, then add the leftover.","5 x 12 + 4 = 64.","published"
"259","A father is 55 and his child is 20. In how many years will the father be exactly twice as old?","15","20","14","17","A. 15","hard","Age & Time Puzzles","Try the gap between them.","In 15 years: 70 is double 35.","published"
"260","I am a perfect square. Multiply my square root by itself and you get 100. What is my square root?","10","9","11","12","A. 10","easy","Number Riddles","Which number times itself gives 100?","10 times 10 equals 100.","published"
"261","I am a perfect square. Multiply my square root by itself and you get 169. What is my square root?","12","13","14","15","B. 13","easy","Number Riddles","Which number times itself gives 169?","13 times 13 equals 169.","published"
"262","I am a three-digit number. My hundreds digit is 3, my tens digit is 6, and my ones digit is 4. My digits add up to what?","13","27","14","22","A. 13","medium","Number Riddles","Just add the three digits.","3 + 6 + 4 = 13.","published"
"263","A carpenter saws a wooden plank 6 times, straight across. How many pieces does he end up with?","12","7","6","8","B. 7","medium","Counting Tricks","Each cut adds one piece.","6 cuts make 7 pieces.","published"
"264","A trip lasts 85 days. How many full weeks is that, and how many days are left over?","12 weeks and 1 days","11 weeks and 8 days","12 weeks and 6 days","13 weeks","A. 12 weeks and 1 days","easy","Age & Time Puzzles","Divide by seven.","85 divided by 7 is 12 weeks remainder 1.","published"
"265","A trip lasts 75 days. How many full weeks is that, and how many days are left over?","11 weeks","10 weeks and 5 days","9 weeks and 12 days","10 weeks and 2 days","B. 10 weeks and 5 days","easy","Age & Time Puzzles","Divide by seven.","75 divided by 7 is 10 weeks remainder 5.","published"
"266","A puzzle in plain arithmetic. My tens digit is double my ones digit, and our digits add up to 4. What number am I?","31","22","42","33","A. 31","easy","Number Riddles","Work out the tens digit first.","Tens digit 3 is double the ones digit 1, and together they sum to 4.","published"
"267","I am a perfect square. Multiply my square root by itself and you get 81. What is my square root?","10","9","8","11","B. 9","easy","Number Riddles","Which number times itself gives 81?","9 times 9 equals 81.","published"
"268","A trip lasts 36 days. How many full weeks is that, and how many days are left over?","5 weeks and 1 days","6 weeks","5 weeks and 6 days","4 weeks and 8 days","A. 5 weeks and 1 days","easy","Age & Time Puzzles","Divide by seven.","36 divided by 7 is 5 weeks remainder 1.","published"
"269","A trip lasts 52 days. How many full weeks is that, and how many days are left over?","8 weeks","7 weeks and 3 days","7 weeks and 4 days","6 weeks and 10 days","B. 7 weeks and 3 days","easy","Age & Time Puzzles","Divide by seven.","52 divided by 7 is 7 weeks remainder 3.","published"
"270","Divide me by 5 and you get 11 with a remainder of 3. What am I?","63","58","55","57","B. 58","hard","Number Riddles","Multiply, then add the leftover.","5 x 11 + 3 = 58.","published"
"271","I am a perfect square. Multiply my square root by itself and you get 36. What is my square root?","6","5","8","7","A. 6","easy","Number Riddles","Which number times itself gives 36?","6 times 6 equals 36.","published"
"272","When I was 30, my sister was half my age. Now I am 68. How old is my sister?","34","15","53","38","C. 53","medium","Age & Time Puzzles","The age gap never changes.","The gap was 15 years, so she is 53 now.","published"
"273","A puzzle in plain arithmetic. My tens digit is double my ones digit, and our digits add up to 3. What number am I?","32","21","12","22","B. 21","easy","Number Riddles","Work out the tens digit first.","Tens digit 2 is double the ones digit 1, and together they sum to 3.","published"
"274","A printer prints one page every 2 seconds. How long to print 66 pages?","132 seconds","264 seconds","66 seconds","103","A. 132 seconds","easy","Counting Tricks","Multiply pages by seconds per page.","66 x 2 = 132 seconds.","published"
"275","A printer prints one page every 2 seconds. How long to print 51 pages?","103","102 seconds","204 seconds","51 seconds","B. 102 seconds","easy","Counting Tricks","Multiply pages by seconds per page.","51 x 2 = 102 seconds.","published"
"276","You have 8 five-dollar bills and 6 one-dollar coins. How much money in total?","46","48","51","14","A. 46","easy","Counting Tricks","Multiply, then add.","8 x 5 + 6 = 46.","published"
"277","It is exactly 3:00 on an analog clock. How many degrees between the hour and minute hands?","60","90","105","120","B. 90","hard","Age & Time Puzzles","Each minute, the minute hand moves 6 degrees.","The hands are 90 degrees apart at 3:00.","published"
"278","A farmyard has 6 chickens and 7 ducks. How many legs in total?","24","26","13","30","B. 26","easy","Counting Tricks","Both birds have two legs.","13 birds x 2 legs = 26.","published"
"279","A printer prints one page every 2 seconds. How long to print 63 pages?","126 seconds","63 seconds","103","252 seconds","A. 126 seconds","easy","Counting Tricks","Multiply pages by seconds per page.","63 x 2 = 126 seconds.","published"
"280","Divide me by 5 and you get 3 with a remainder of 1. What am I?","15","19","21","16","D. 16","hard","Number Riddles","Multiply, then add the leftover.","5 x 3 + 1 = 16.","published"
"281","A trip lasts 66 days. How many full weeks is that, and how many days are left over?","10 weeks","9 weeks and 3 days","9 weeks and 4 days","8 weeks and 10 days","B. 9 weeks and 3 days","easy","Age & Time Puzzles","Divide by seven.","66 divided by 7 is 9 weeks remainder 3.","published"
"282","Each of 7 guests eats exactly 3 slices. How many slices must the pizza order contain?","21","24","14","10","A. 21","easy","Counting Tricks","Multiply guests by slices each.","7 x 3 = 21 slices.","published"
"283","Divide me by 5 and you get 8 with a remainder of 2. What am I?","42","41","47","40","A. 42","hard","Number Riddles","Multiply, then add the leftover.","5 x 8 + 2 = 42.","published"
"284","A film runs 5 hours and 20 minutes. How many minutes long is it in total?","325","320","6000","300","B. 320","easy","Age & Time Puzzles","Convert the hours first.","5 hours is 300 minutes, plus 20 = 320.","published"
"285","A father is 34 and his child is 12. In how many years will the father be exactly twice as old?","12","10","9","13","B. 10","hard","Age & Time Puzzles","Try the gap between them.","In 10 years: 44 is double 22.","published"
"286","A trip lasts 67 days. How many full weeks is that, and how many days are left over?","9 weeks and 4 days","10 weeks","8 weeks and 11 days","9 weeks and 3 days","A. 9 weeks and 4 days","easy","Age & Time Puzzles","Divide by seven.","67 divided by 7 is 9 weeks remainder 4.","published"
"287","Numbers whisper my name. My tens digit is double my ones digit, and our digits add up to 8. What number am I?","80","71","88","91","A. 80","medium","Number Riddles","Work out the tens digit first.","Tens digit 8 is double the ones digit 0, and together they sum to 8.","published"
"288","A straight fence is built from 4 sections, end to end in a line. How many fence posts hold it up?","3","8","5","4","C. 5","hard","Counting Tricks","A line needs a post at both ends.","4 sections in a line need 5 posts.","published"
"289","When I was 26, my sister was half my age. Now I am 35. How old is my sister?","13","22","9","17","B. 22","medium","Age & Time Puzzles","The age gap never changes.","The gap was 13 years, so she is 22 now.","published"
"290","I am a three-digit number. My hundreds digit is 6, my tens digit is 6, and my ones digit is 9. My digits add up to what?","21","22","45","60","A. 21","medium","Number Riddles","Just add the three digits.","6 + 6 + 9 = 21.","published"
"291","It is exactly 12:00 on an analog clock. How many degrees between the hour and minute hands?","30","3","15","0","D. 0","hard","Age & Time Puzzles","Each minute, the minute hand moves 6 degrees.","The hands are 0 degrees apart at 12:00.","published"
"292","You have 6 five-dollar bills and 8 one-dollar coins. How much money in total?","14","38","48","43","B. 38","easy","Counting Tricks","Multiply, then add.","6 x 5 + 8 = 38.","published"
"293","I am a three-digit number. My hundreds digit is 8, my tens digit is 0, and my ones digit is 4. My digits add up to what?","12","13","4","8","A. 12","medium","Number Riddles","Just add the three digits.","8 + 0 + 4 = 12.","published"
"294","You have 2 five-dollar bills and 7 one-dollar coins. How much money in total?","17","9","22","14","A. 17","easy","Counting Tricks","Multiply, then add.","2 x 5 + 7 = 17.","published"
"295","I am a number: double me and add 7, and you land on 101. What am I?","54","47","43","51","B. 47","medium","Number Riddles","Work backwards from the total.","Subtract 7 to get 94, then halve: 47.","published"
"296","A farmyard has 2 chickens and 6 ducks. How many legs in total?","8","16","14","20","B. 16","easy","Counting Tricks","Both birds have two legs.","8 birds x 2 legs = 16.","published"
"297","I am a number: double me and add 7, and you land on 67. What am I?","26","30","34","37","B. 30","medium","Number Riddles","Work backwards from the total.","Subtract 7 to get 60, then halve: 30.","published"
"298","A printer prints one page every 2 seconds. How long to print 69 pages?","138 seconds","69 seconds","103","276 seconds","A. 138 seconds","easy","Counting Tricks","Multiply pages by seconds per page.","69 x 2 = 138 seconds.","published"
"299","I am a three-digit number. My hundreds digit is 3, my tens digit is 8, and my ones digit is 4. My digits add up to what?","15","35","28","16","A. 15","medium","Number Riddles","Just add the three digits.","3 + 8 + 4 = 15.","published"
"300","A printer prints one page every 2 seconds. How long to print 65 pages?","260 seconds","130 seconds","103","65 seconds","B. 130 seconds","easy","Counting Tricks","Multiply pages by seconds per page.","65 x 2 = 130 seconds.","published"
