# Category: Brain Teasers

#,question,optionA,optionB,optionC,optionD,answer,level,subject,hint,explanation,status
"133","I spin your whole week around and hand it back to you cleaner.","A spin class","A dishwasher","A dryer","A washing machine","D. A washing machine","medium","What Am I?","Round window, soapy storm.","The washing machine tumbles the week's clothes and returns them renewed.","published"
"134","I begin tall and confident and end my life short, having fixed every mistake with a pink friend.","A pencil","A pen","A crayon","A marker","A. A pencil","medium","What Am I?","Graphite, wood, and shavings.","A pencil writes, errs, and shrinks away, leaning on its eraser to the end.","published"
"135","I am your portable sunset, folding flat until summer needs me.","An umbrella","Sunglasses","A visor","A cap","B. Sunglasses","medium","What Am I?","Dark lenses, hinged nose bridge.","Sunglasses carry their own private dusk in a shirt pocket.","published"
"136","I live on your ears and erase the morning commute entirely.","A cap","Earplugs","Headphones","A scarf","C. Headphones","medium","What Am I?","Cushioned cups, tangled wire.","Headphones seal your ears in music while the train rattles on without you.","published"
"137","I am the heaviest book on the shelf and the final word in every spelling argument.","A thesaurus","An atlas","An encyclopedia","A dictionary","D. A dictionary","medium","What Am I?","Words in alphabetical custody.","The dictionary holds every word in order and settles disputes without speaking.","published"
"138","I make you taller in an instant and the floorboards wince.","High heels","A ladder","A stool","A unicycle","A. High heels","medium","What Am I?","Click, click, down the hall.","High heels lift their wearer an inch and announce every step to the floor.","published"
"139","I untangle the day from your hair, one quiet stroke at a time.","A comb","A hairbrush","A towel","A hand","B. A hairbrush","medium","What Am I?","Bristles and a smooth handle.","A hairbrush smooths the morning's knots without a single pulled-teeth complaint.","published"
"140","I swallow starlight through a tube and hand you centuries-old centuries to hold.","A binocular","A microscope","A telescope","A periscope","C. A telescope","hard","What Am I?","Point me at the Milky Way.","A telescope gathers ancient starlight and lays it gently on your eye.","published"
"141","I see straight through you and have never judged anyone.","A camera","A mirror","A scanner","An X-ray","D. An X-ray","hard","What Am I?","The hospital's honest photograph.","An X-ray photographs your bones without a single opinion.","published"
"142","I am folded into a pack in hope and opened once in trust.","A parachute","An umbrella","A tent","A lifejacket","A. A parachute","hard","What Am I?","Silk and cords at 3,000 meters.","A parachute spends its whole life folded, waiting for its single decisive moment.","published"
"143","I tick for musicians and forgive no tempo that wanders.","A clock","A metronome","A stopwatch","A drum","B. A metronome","hard","What Am I?","A pendulum on top of the piano.","The metronome's steady tick drags every wandering tempo back into line.","published"
"144","I remember every meter of every journey and never once brag.","A compass","A speedometer","An odometer","A diary","C. An odometer","hard","What Am I?","Six little numbers behind the wheel.","The odometer silently totals every distance the car has ever traveled.","published"
"145","I count with beads on rods and have never needed a battery in my life.","A ruler","A calculator","A cash register","An abacus","D. An abacus","hard","What Am I?","Slide the beads, do the sums.","An abacus performs arithmetic in wood and beads, powered entirely by thumbs.","published"
"146","I am a knight's second skin, dented proudly in his honor.","","","","","A","expert","What Am I?","Steel plates and rivets.","Armor wore every battle's dent so the knight could wear none.","published"
"147","I am a language read by fingertips, raised dots spelling out the world.","","","","","A","expert","What Am I?","Six dots, endless words.","Braille raises the alphabet into dots so fingers can do the reading.","published"
"148","I am the summer night's quiet lantern, blinking over the garden without a switch.","","","","","A","expert","What Am I?","A beetle with its own light.","The firefly carries a cold green lantern and blinks its way through July.","published"
"149","I sign the sky in white ink, and the thunder applauds a beat later.","","","","","A","expert","What Am I?","Forked, instant, gone.","Lightning writes its jagged signature across the clouds in a single flash.","published"
"150","I snap under applause and leave my dust on every teacher's sleeve.","A chalk stick","A crayon","A pencil","A marker","A. A chalk stick","medium","What Am I?","White, brittle, and famous in classrooms.","A chalk stick snaps mid-equation and dusts every sleeve with its remains.","published"
"151","I am rolled out under every summer picnic, forgiving every heel that stabs me and every spilled juice.","A picnic blanket","A doormat","A rug","A tarp","A. A picnic blanket","easy","What Am I?","Spread on the grass, sandwiches on top.","The picnic blanket softens every field for lunch and forgives every heel that stabs it.","published"
"152","I am full of small doors, morning pills, and one very organized seven-day plan.","A diary","A pill organizer","A first aid kit","A vitamin bottle","B. A pill organizer","easy","What Am I?","Little doors for each morning.","A weekly pill organizer doles out health one small door at a time.","published"
"153","I am always ahead of you in the queue and never once let you past.","The trolley","The queue","The slow walker","The door","C. The slow walker","medium","What Am I?","Every supermarket has one.","The slowest shopper always drifts directly in front of you down every aisle.","published"
"154","I am answered a hundred times a day and heard by no one: the polite lie of every corridor.","Please","Hello","Goodbye","Fine, thanks","D. Fine, thanks","medium","What Am I?","The automatic reply to How are you.","Fine, thanks is issued on autopilot a hundred times a day and never meant.","published"
"155","I am the only fruit that ripens faster in a bowl of friends and slower alone.","A banana","An apple","A pear","A plum","A. A banana","medium","What Am I?","One bad one spoils the bunch, literally.","Bananas ripen each other in the fruit bowl, and one overripe banana takes the rest along.","published"
"156","I am the most honest hour of every marriage: 3 a.m., snoring, and neither side will admit it first.","The morning","The night","The nap","The alarm","B. The night","medium","What Am I?","Earplugs were invented for me.","The small hours are marriage's honest arena of snores, duvets, and mutual denial.","published"
"157","I am the only athlete who trains every day, competes never, and retires exhausted anyway.","The postman","The dog walker","The school run parent","The gardener","C. The school run parent","medium","What Am I?","Trained by the school bell.","The school-run parent logs marathon miles daily and never sees a podium.","published"
"158","I am the only public transport that is always three minutes away and never arrives, according to the app.","The ferry","The tram","The train","The bus","D. The bus","medium","What Am I?","Three minutes away, forever.","The bus app promises three minutes with total confidence and delivers none.","published"
"159","I am the only window that opens onto the same conversation every year: so, when will you settle down?","The family dinner","The reunion","The wedding","The funeral","B. The reunion","medium","What Am I?","Aunts ask, everyone squirms.","The family reunion reopens the same question annually, asked by aunts, endured by all.","published"
"160","I am the only bill that arrives smiling, and everyone photographs me before paying.","The rent","The holiday bar tab","The electricity","The fine","B. The holiday bar tab","medium","What Am I?","Sunset drinks, morning regret.","The holiday bar tab arrives cheerfully and is paid with a wince and a photo.","published"
"161","I am always one grade better in memory than on paper, and every family has a copy.","The certificate","The exam","The school report","The yearbook","C. The school report","medium","What Am I?","Recounted at every Christmas dinner.","Every family's school stories improve a grade with each retelling.","published"
"162","I am the only plant that thrives on neglect and dies of attention, gifted to every beginner.","An orchid","A cactus","A fern","A bonsai","A. An orchid","medium","What Am I?","Water me once too often and I sulk forever.","The orchid survives on benign neglect and sulks at every extra watering.","published"
"163","I am opened by guests who swear they are not hungry and emptied within the hour.","The biscuit tin","The fruit bowl","The cheese board","The snack drawer","A. The biscuit tin","medium","What Am I?","Shortbread forever, refill at Christmas.","The biscuit tin survives on guests who claim they could not eat a thing.","published"
"164","I am the only room that every guest visits and every host apologizes for.","The hallway","The bathroom","The spare room","The porch","C. The spare room","medium","What Am I?","Storage by day, bed by night.","The spare room is an apology of boxes by day and a bed by night.","published"
"165","I am the only expense that grows with every promise to cancel me.","The gym membership","The club fee","The magazine","The streaming stack","D. The streaming stack","medium","What Am I?","Three subscriptions, one show.","The streaming stack renews monthly on promises that this is the month you cancel.","published"
"166","I am the only journey that every commuter knows to the second and no one can shorten.","The queue","The school run","The dog walk","The daily commute","D. The daily commute","medium","What Am I?","Same road, same minutes, same sigh.","The commute is timed to the second by its victims and shortened by no one.","published"
"167","I am the only pen in the house that writes, lost by every adult, found in the junk drawer.","The car keys","The one working pen","The spare fuse","The instruction manual","B. The one working pen","hard","What Am I?","Tested on every failed form.","The one working pen in the house hides in the junk drawer until a form demands it.","published"
"168","I am the only party that starts at noon and ends when the last chair is found for Uncle Ray.","The wedding","The family barbecue","The Christmas dinner","The new year party","B. The family barbecue","hard","What Am I?","Burnt sausages, folding chairs, endless salad.","The family barbecue ends only when every relative has a chair and every sausage is charcoal.","published"
"169","I am the only committee that meets yearly, decides nothing, and books the same venue anyway.","The village fete crew","The work party team","The reunion committee","The book club","C. The reunion committee","hard","What Am I?","Same park, same date, same debate.","The reunion committee convenes yearly to confirm the same park and relitigate the same arguments.","published"
"170","I am the only garden feature that promises order and delivers a spider's estate.","The shed","The greenhouse","The trellis","The pond","A. The shed","hard","What Am I?","Everything you need, somewhere inside.","The shed promises organized tools and delivers a spider's ancestral estate.","published"
"171","I am the only delivery that arrives in the one hour you leave the house, and the photo proves it.","The parcel","The post","The takeaway","The flowers","A. The parcel","hard","What Am I?","Sorry we missed you, again.","The parcel always arrives during the ten minutes you step out, documented by doorstep photo.","published"
"172","I am the only appliance that beeps in codes no manual ever decoded, flashing 8:88 at every power cut.","The oven","The microwave","The dishwasher","The washing machine","B. The microwave","hard","What Am I?","Eighty-eight eighty-eight, forever.","The microwave blinks 8:88 after every outage, a code no owner has ever resolved.","published"
"173","I am the only photograph that every family owns and no family can date: everyone in it is squinting.","The wedding photo","The school photo","The group holiday photo","The baby photo","C. The group holiday photo","hard","What Am I?","Sun in every eye, year unknown.","The squinting group photo hangs in every hallway, undated and beloved anyway.","published"
"174","I am the only listener that never interrupts, never advises, and hears every version of the story twice.","The bartender","The diary","The hairdresser","The dog","D. The dog","hard","What Am I?","Tail wagging, ears open, secrets kept.","The dog hears every repeated story in full and keeps every secret with a wag.","published"
"175","I am the only promise every household makes in January and unmake by the first frost of October.","The winter boiler service","The gutter clearing","The draft excluder","The snow shovel","B. The gutter clearing","hard","What Am I?","We will clear them this weekend, we said.","The gutters are promised a clear every January and remembered only as the rains begin.","published"
"176","I open at dawn without a hinge, letting the day in one page at a time, and I close the same way at dusk.","A window","A diary","A shop door","A curtain","B. A diary","easy","What Am I?","Lines on paper, one per day.","A diary opens daily page by page, letting each day in and closing it again.","published"
"177","I am carried by every commuter and read by none, growing heavier by the stop.","A briefcase","A coat","A newspaper","A laptop bag","C. A newspaper","medium","What Am I?","Yesterday's headlines, today's weight.","The folded newspaper rides the whole commute unread, gaining weight and guilt.","published"
"178","I am the only guest who brings nothing, eats plenty, and critiques the parking.","The neighbor","The postman","The cat","The uncle","D. The uncle","medium","What Am I?","Every family has one; he means well.","The uncle arrives empty-handed, clears the buffet, and files a full report on the parking.","published"
"179","I am counted down before every holiday and abandoned by the second week back.","The budget","The alarm","The diet","The packing list","C. The diet","medium","What Am I?","Discarded by the second snack.","The pre-holiday diet is counted down faithfully and forgotten within a fortnight home.","published"
"180","I am the only plant that pays rent, standing in the corner, purifying nothing, forgiven everything.","A rubber plant","A peace lily","A money tree","A bonsai","C. A money tree","medium","What Am I?","Named for fortune, watered monthly.","The money tree is kept for its lucky name and pardoned for doing nothing else.","published"
"181","I am the fifteen minutes before sleep that contain a lifetime: teeth, story, water, one more story.","The morning rush","The homework hour","The bedtime routine","Bath time","C. The bedtime routine","medium","What Am I?","Four tasks, forty delays, every evening.","The bedtime routine packs four tasks and forty stall tactics into every night.","published"
"182","I am the smell that beats every alarm clock to the bedroom and drags the whole house downstairs.","Bacon","Fresh bread","Toast","Coffee","D. Coffee","medium","What Am I?","Ground, brewed, irresistible.","The smell of brewing coffee wakes more households than any alarm clock.","published"
"183","I am the appliance bought with January ambition, used in February, and regifted every spring.","A bread maker","A sewing machine","A tennis racket","A drum kit","A. A bread maker","medium","What Am I?","Kneaded once, kept forever.","The bread maker is bought with resolve, used once, and passed on by spring.","published"
"184","I am the argument every couple has in the supermarket, in the same aisle, over the same brand.","The cereal debate","The trolley speed","The checkout line","The coupons","A. The cereal debate","medium","What Am I?","Your side or my side, same shelf.","The cereal-brand debate opens in aisle four of every relationship.","published"
"185","I deal every household the same daily lottery: eleven containers, nine lids, zero matches.","The sock drawer","The food containers","The cutlery tray","The jar shelf","B. The food containers","medium","What Am I?","The cupboard of orphaned lids.","The food-container cupboard deals daily in missing lids and lonely tubs.","published"
"186","I am the same tight space attempted nightly and failed famously: mirrors, wing tips, a hedge, a sigh.","The parallel park","The car wash","The curb stop","The garage park","D. The garage park","hard","What Am I?","The final exam of every commute.","The nightly garage park is the commute's last test, failed with style by everyone.","published"
"187","I am the list on the fridge, written by everyone in the house and honored by no one.","The bill note","The chore chart","The meal plan","The shopping list","D. The shopping list","hard","What Am I?","Milk, bread, magnets, good intentions.","The fridge shopping list collects everyone's handwriting and no one's obedience.","published"
"188","I am the drawer of cables: nine chargers, none labeled, all essential, one that fits.","The cable drawer","The battery tin","The key bowl","The manual folder","A. The cable drawer","hard","What Am I?","Every charger except the one you need.","The cable drawer holds every charger except the one the phone needs tonight.","published"
"189","I am the room that is spotless when the guests arrive and an impenetrable mountain by midnight.","The living room","The hallway","The kitchen","The garden","C. The kitchen","hard","What Am I?","Coats on the bed, elbows out.","The party kitchen is pristine at seven and a coat-and-cup citadel by midnight.","published"
"190","I stand between two gardens, half mine, half theirs, trimmed by neither of us all summer.","The alley","The shared fence","The boundary hedge","The wall","C. The boundary hedge","hard","What Am I?","One hedge, two owners, zero trims.","The boundary hedge grows wild all summer, owned by two and tended by none.","published"
"191","I glow on every long journey and lose every argument with optimism.","The wash sticker","The tire warning","The service light","The low fuel light","D. The low fuel light","hard","What Am I?","Range: thirty miles. Confidence: full.","The low fuel light rides along on every trip, ignored on the strength of a promise.","published"
"192","I am the photograph every family owns twice: once framed, once warped in a drawer.","The family portrait","The school photo","The wedding album","The holiday snap","A. The family portrait","hard","What Am I?","Studio lights and matching jumpers.","The studio portrait hangs in the hall while its backup curls in a drawer.","published"
"193","I am the date every parent circles in September and dreads in October, bringing costumes and glue.","Sports Day","World Book Day","The school play","The summer fair","B. World Book Day","hard","What Am I?","Cardboard, foil, one sleepless night.","World Book Day arrives each year demanding a costume built the night before.","published"
"194","I am the brew every office claims is best from its machine, argued over at every counter.","The vending hot chocolate","The canteen tea","The office coffee","The tap water","C. The office coffee","medium","What Am I?","Same beans, endless debate.","Every office swears its coffee is superior, despite identical beans.","published"
"195","I am the meeting that could have been an email, everyone says so, and everyone attends anyway.","The Monday standup","The all-hands call","The town meeting","The budget review","B. The all-hands call","medium","What Am I?","Forty minutes, one update, eleven nods.","The all-hands call is attended by all, updated by one, and recapitulated by email.","published"
"196","I am the queue that moves fastest when you hang up and slowest while you wait.","The checkout line","The bus stop","The phone hold","The bar queue","C. The phone hold","hard","What Am I?","Hold music, then your turn, missed.","The phone hold queue calls your name the moment you give up and hang up.","published"
"197","I am the recipe every family guards, sworn to secrecy, written on the back of an envelope.","The barbecue rub","The family cake recipe","The soup method","The sauce secret","B. The family cake recipe","medium","What Am I?","Butter, sugar, and a generation of silence.","The guarded family cake recipe lives on an envelope, protected like a state secret.","published"
"198","I am the guest who RSVPs for twelve, arrives at nine, and leaves carrying leftovers.","The cousin","The friend of a friend","The colleague","The neighbor","B. The friend of a friend","hard","What Am I?","Unknown face, full plate, quick wave.","The friend-of-a-friend eats the feast, meets no one, and departs with a doggy bag.","published"
"199","I am the wedding-gift appliance that grills twice a year and sleeps in the cupboard the rest.","The fondue set","The panini press","The juicer","The ice cream maker","B. The panini press","hard","What Am I?","Sandwich hero, cupboard resident.","The panini press arrives as a gift, hibernates all year, and heroes two lunches.","published"
"200","I am the route every parent knows by heart and no parent admits: door to lost shoe, four minutes.","The lost shoe route","The school shortcut","The park map","The bus route","B. The school shortcut","medium","What Am I?","Cut through the alley, beat the bell.","The parent's school-run shortcut is memorized like a treasure map and denied like one too.","published"
"201","I am always promised tomorrow and spent today, and my favorite day of the week is Friday.","The rent","The paycheck","The bonus","The mortgage","B. The paycheck","easy","Riddles for Adults","It lands monthly and leaves instantly.","The paycheck arrives with plans and is spent long before the weekend ends.","published"
"202","I arrive every month unread and leave every month unpaid, until the red envelope comes.","The magazine","The bill","The newsletter","The invitation","B. The bill","easy","Riddles for Adults","Open it or it grows teeth.","The utility bill goes unopened until the final notice gives it real authority.","published"
"203","I hide in the desk drawer marked emergency and get raided every single afternoon.","The first aid kit","The stationery","The spare change","The chocolate stash","D. The chocolate stash","easy","Riddles for Adults","Labeled for crises, eaten for morale.","The office chocolate stash is saved for emergencies and spent on Tuesdays.","published"
"204","I am the only meeting where everyone multitasks openly and no one admits a word of it.","The team lunch","The interview","The training day","The conference call","D. The conference call","easy","Riddles for Adults","Camera off, inbox open.","On every conference call, half the attendees are silently answering email.","published"
"205","I am the only promise every January makes and every February breaks.","The New Year's resolution","The lease","The diet plan","The savings goal","A. The New Year's resolution","medium","Riddles for Adults","Gym in January, couch by February.","The New Year's resolution lasts exactly as long as the gym membership discount.","published"
"206","I am the conversation both sides rehearse for weeks, and neither leaves knowing the score.","The salary talk","The performance review","The exit interview","The team standup","B. The performance review","medium","Riddles for Adults","Once a year, one word: exceed.","The annual review is rehearsed by both parties and understood by neither.","published"
"207","I am earned all year, hoarded until autumn, and gone in a single fortnight.","The bonus","The pension","Overtime","Annual leave","D. Annual leave","medium","Riddles for Adults","Use it or lose it, says the policy.","Annual leave accumulates all year and evaporates in one well-planned fortnight.","published"
"208","I am sold as ergonomic in every office and adjusted by no one, ever.","The office chair","The standing desk","The monitor arm","The keyboard","A. The office chair","medium","Riddles for Adults","Twelve levers, zero turned.","The ergonomic office chair offers a dozen adjustments that no one has ever touched.","published"
"209","I am answered with a thumbs up at midnight and regretted by both sides at nine.","The late-night work email","The voice note","The calendar invite","The group chat","A. The late-night work email","medium","Riddles for Adults","Sent in pajamas, read in dread.","The midnight work email is sent with relief and received with alarm.","published"
"210","I am always in beta, always nearly ready, and always due on Friday.","The report","The project","The budget","The pitch","B. The project","medium","Riddles for Adults","Ninety percent done for six weeks.","The project sits at ninety percent complete from Monday to Friday, forever.","published"
"211","I vanish the moment eleven people depend on me at nine in the morning.","The coffee machine","The printer","The office Wi-Fi","The elevator","C. The office Wi-Fi","medium","Riddles for Adults","Perfect all weekend, gone at 9:01.","The office Wi-Fi is flawless until the whole floor needs it at once.","published"
"212","I am forwarded with a sigh and marked urgent by the least urgent people in the building.","The calendar invite","The memo","The newsletter","The forwarded email","D. The forwarded email","easy","Riddles for Adults","Fw: Fw: Fw: URGENT.","The forwarded chain gains urgency with every pass and loses it nowhere.","published"
"213","I am the weekly ritual where fourteen people say five minutes and mean forty.","The status meeting","The team lunch","The training session","The one-to-one","A. The status meeting","medium","Riddles for Adults","Same agenda, same overrun, every week.","The weekly status meeting runs five times its promised length, every single week.","published"
"214","I am the only notification everyone mutes and everyone secretly checks.","The email","The group chat","The phone call","The alarm","B. The group chat","hard","Riddles for Adults","Silenced, yet irresistible at lunch.","The family group chat is muted by all and read by all within the hour.","published"
"215","I am read at midnight, signed in haste, and understood only in arrears.","The mortgage","The lease","The terms and conditions","The insurance","C. The terms and conditions","hard","Riddles for Adults","Scroll to the bottom and click agree.","The terms and conditions are agreed by all and read by no one, ever.","published"
"216","I am the subscription that survives every cull: the free trial that quietly renews.","The streaming stack","The gym membership","The magazine","The forgotten subscription","D. The forgotten subscription","hard","Riddles for Adults","Charging monthly since the trial nobody cancelled.","The forgotten trial renews faithfully for years, one small charge at a time.","published"
"217","I am the office's weather: discussed by everyone, controlled by no one, and it always turns on Monday.","The morale","The Wi-Fi","The boss","The coffee","A. The morale","hard","Riddles for Adults","Sunny Thursday, stormy Monday.","Office morale is forecast daily, changed by nothing, and ruined by one Monday email.","published"
"218","I am written on the whiteboard in week one and erased without ceremony by week three.","The fire drill plan","The team mission statement","The holiday rota","The org chart","B. The team mission statement","hard","Riddles for Adults","Three words, two weeks, one smudge.","The mission statement opens the quarter boldly and yields its whiteboard space by Friday.","published"
"219","I am the race measured entirely in coffees: two flat whites and a client call to the city.","The airport sprint","The commute","The business trip","The sales run","C. The business trip","hard","Riddles for Adults","Train, taxi, terminal, espresso.","The business trip is paced in coffees, each leg fueled and timed by the next cup.","published"
"220","I am the airport race from gate 42 to gate 3, run in dress shoes with a rolling bag.","The boarding call","The baggage claim","The security queue","The layover sprint","D. The layover sprint","hard","Riddles for Adults","Fifty minutes, two terminals, no mercy.","The layover sprint is the traveler's Olympics, run with luggage and pure hope.","published"
"221","I am charged by the minute, remembered by the hour, and forgiven only on Friday paydays.","The parking meter","The taxi fare","The toll road","The bus pass","A. The parking meter","hard","Riddles for Adults","Coins or the app, no third option.","The parking meter rules city errands, demanding coins at the worst possible moment.","published"
"222","I am the only document that grows longer as trust grows shorter.","","","","","A","expert","Riddles for Adults","Clauses per page, pages per dispute.","The contract thickens with every clause written against the last disappointment.","published"
"223","I end every email chain with one click and one career risk.","","","","","A","expert","Riddles for Adults","Seventy recipients, one slip.","Reply all ends threads dramatically, usually to an audience of the entire company.","published"
"224","I am the professional art of looking busy while the bar fills: known to every developer, admitted by none.","","","","","A","expert","Riddles for Adults","One keystroke, total productivity.","Alt tab converts any moment of idleness into an illusion of work.","published"
"225","I am the only meal eaten vertically at a desk, named after a meal it does not resemble.","The breakfast","The desk lunch","The snack","The brunch","B. The desk lunch","easy","Riddles for Adults","Sandwich, keyboard, meeting invite.","The desk lunch is eaten upright over the keyboard between calls.","published"
"226","I am the delivery window that means anywhere between right now and never.","The delivery slot","The open day","The viewing","The quiet hour","A. The delivery slot","medium","Riddles for Adults","Wait in, dress casually, hear the van pass.","The delivery slot promises eight hours and delivers a passing van at hour seven.","published"
"227","I am the supermarket's promise of speed and the reason for every queue behind me.","The basket lane","The self-checkout","The deli counter","The lottery stand","B. The self-checkout","easy","Riddles for Adults","Unexpected item in the bagging area.","The self-checkout promises speed and delivers a conference with itself.","published"
"228","I cost nothing at the supermarket and a small ransom once you are through security.","The duty free","The snack box","The airport water","The coffee","C. The airport water","medium","Riddles for Adults","Same bottle, triple price, post-gate.","A bottle of water triples in price at the exact moment you cannot refuse it.","published"
"229","I am cooked twice: once for the table and once for the camera.","The barbecue","The Sunday roast","The tasting menu","The Instagram dinner","D. The Instagram dinner","hard","Riddles for Adults","Photographed whole, eaten cold.","The modern dinner gets its portrait taken and by then the food is cold.","published"
"230","I grow in the corner all week, silent and colorful, and shrink only when company is due.","The laundry pile","The recycling","The ironing board","The book stack","A. The laundry pile","medium","Riddles for Adults","Wash-day tomorrow, since last Tuesday.","The laundry pile grows fearless all week and hides instantly when guests ring.","published"
"231","I am packed with firm intent every Sunday evening and opened precisely never.","The lunchbox","The gym bag","The overnight bag","The toolbox","B. The gym bag","easy","Riddles for Adults","Clean shirt, good shoes, unworn all week.","The gym bag lives by the door as a monument to Monday's resolve.","published"
"232","I am the kitchen's most expensive fruit stand, bought in January, aging on the counter.","The toaster","The mixer","The juicer","The scales","C. The juicer","medium","Riddles for Adults","One orange a year, maximum.","The juicer is purchased with health resolutions and graduates to fruit storage.","published"
"233","I am consulted by everyone, trusted by no one, and wrong precisely once per journey.","The timetable","The map","The signpost","The sat nav","D. The sat nav","hard","Riddles for Adults","Recalculating, recalculating.","The sat nav is obeyed grudgingly and blamed fluently at every wrong turn.","published"
"234","I hum one tune all night in the corner and am only heard the day I fall silent.","The boiler","The fridge","The fan","The freezer","A. The boiler","medium","Riddles for Adults","You will miss my song in winter.","The boiler's hum is invisible until the cold morning it stops entirely.","published"
"235","I am kept in a shoebox all year and feared in a brown envelope all spring.","The lottery tickets","The tax return","The recipes","The receipts","B. The tax return","hard","Riddles for Adults","Receipts in, dread out.","The shoebox of receipts becomes the spring tax return, feared by every adult.","published"
"236","I come with a dress code, a gift registry, and a seating plan you cannot influence.","The gala ticket","The job offer","The wedding invitation","The christening","C. The wedding invitation","easy","Riddles for Adults","RSVP, plus one, table nine.","The wedding invitation arrives charmingly and commands three months of compliance.","published"
"237","I am composed perfectly in the shower and delivered hopelessly, three days too late.","The question","The apology","The toast","The witty comeback","D. The witty comeback","medium","Riddles for Adults","L'esprit de l'escalier, in plain English.","The perfect retour arrives long after the moment, usually in the stairwell.","published"
"238","I begin with two polite lies exchanged and end with a prescription.","The doctor's appointment","The job interview","The parent meeting","The negotiation","A. The doctor's appointment","hard","Riddles for Adults","Fine, thanks. And you?","The medical consult opens with mutual fibbing about being fine and closes with medicine.","published"
"239","I am billed monthly with hope and attended fortnightly with guilt.","The club fee","The gym membership","The class pass","The pool pass","B. The gym membership","medium","Riddles for Adults","January's enthusiasm, March's autopay.","The gym membership charges faithfully long after the enthusiasm lapses.","published"
"240","I am issued while you bought a sandwich and appeal to absolutely no one.","The toll notice","The library fine","The parking fine","The late fee","C. The parking fine","hard","Riddles for Adults","Twelve minutes over, one envelope later.","The parking fine arrives for the twelve minutes you spent choosing a meal deal.","published"
"241","I am ordered at midnight in three sizes and returned in two.","The sample","The gift","The group buy","The online order","D. The online order","medium","Riddles for Adults","Keep the one that almost fits.","The midnight online order arrives in triplicate and goes back in duplicate.","published"
"242","I am the family member whose birthday nobody remembers and whose vet bills everybody pays.","The family pet","The goldfish","The houseplant","The youngest","A. The family pet","easy","Riddles for Adults","Fur, unknown birthday, enormous bills.","The family pet's birthday goes unmarked while its vet bills are paid without question.","published"
"243","I am the flatmate's sacred document, signed by all and honored by none.","The rental contract","The cleaning rota","The WiFi password card","The chores jar","B. The cleaning rota","hard","Riddles for Adults","Week one: spotless. Week five: feral.","The cleaning rota is agreed unanimously and ignored unanimously within a month.","published"
"244","I am the dinner planned for weeks, survived in smiles, and debriefed in the car.","The reunion","The job dinner","The in-laws dinner","The anniversary meal","C. The in-laws dinner","medium","Riddles for Adults","Be charming, pass the peas, we will talk later.","The first in-laws dinner is endured politely and reviewed at length in the car park.","published"
"245","I am the only wealth that appreciates with age and goes bankrupt in a single all-nighter.","","","","","A","expert","Riddles for Adults","Eight hours in the bank, please.","Sleep compounds nightly and collapses entirely after one late deadline.","published"
"246","I am the date every couple remembers differently and renegotiates every single year.","The first trip","The first date","The wedding day","The anniversary","D. The anniversary","easy","Riddles for Adults","It was June. It was July.","The anniversary's exact date is recalled differently by both parties, forever.","published"
"247","I am the party where the host works hardest and enjoys least, and everyone praises the food.","The dinner party","The barbecue","The housewarming","The holiday feast","A. The dinner party","medium","Riddles for Adults","Ninety minutes cooking, nine minutes eating.","The dinner party host plates perfection and tastes none of it.","published"
"248","I am the most expensive clothes rack in the house, purchased in January, draped by February.","The rowing machine","The exercise bike","The drying rack","The treadmill","B. The exercise bike","hard","Riddles for Adults","Resistance levels, unused, all of them.","The exercise bike becomes premium shirt storage within five weeks of purchase.","published"
"249","I am the office's oldest rumor: promised yearly, delivered never, believed by everyone.","","","","","A","expert","Riddles for Adults","Discussed in January, forgotten by March.","The promised pay rise is an annual tradition of hope with no payout date.","published"
"250","I am the only haircut decided calmly in the chair and mourned loudly at the mirror.","The dye job","The shave","The haircut","The trim","C. The haircut","medium","Riddles for Adults","Just a little off, they said.","The haircut looks fine in the salon and wrong by the first bathroom mirror.","published"
"251","I am the only journey planned for months and negotiated daily, and I must fit in one suitcase.","The couple's holiday","The business trip","The road trip","The cruise","A. The couple's holiday","medium","Riddles for Adults","Two outfits, six weeks of debate.","The couple's holiday is planned for months and packed in an argument about shoes.","published"
"252","I am the speech every parent once received, swore to never repeat, and now delivers nightly.","The table manners talk","The curfew speech","The homework lecture","The pocket money talk","B. The curfew speech","medium","Riddles for Adults","Because I said so, the family classic.","The curfew speech is inherited by every parent and delivered against their own vows.","published"
"253","I am the room that is spotless one day a year and feral the other 364.","The attic","The garage","The teenager's bedroom","The shed","C. The teenager's bedroom","medium","Riddles for Adults","Spotless at Christmas, wild by February.","The teenage bedroom is deep-cleaned under protest once a year and surrendered by spring.","published"
"254","I am the party game where everyone cheats freely and the loudest player wins.","Consequences","Musical chairs","Twenty questions","Charades","D. Charades","medium","Riddles for Adults","Act it out, no words, maximum noise.","Charades is played with creativity, volume, and a highly flexible rulebook.","published"
"255","I am the one-pot wonder that fed four years of study and haunts every adult dinner table.","The student pasta","The instant noodles","The beans on toast","The microwave rice","A. The student pasta","medium","Riddles for Adults","One pot, one fork, one hope.","The student pasta is everyone's degree in survival cooking, never mentioned since.","published"
"256","I am the photograph where everyone looks their worst and everyone must keep it for a decade.","The team photo","The passport photo","The club photo","The festival wristband shot","B. The passport photo","medium","Riddles for Adults","No smiles, gray background, ten years valid.","The passport photo is universally terrible, universally kept, and legally required.","published"
